71.43932 80.21715
89.07503 78.00851
120.7505 79.6849
146.7651 99.39399
186.3383 116.6805
213.2678 144.0202
215.7702 198.0796
188.1774 261.9335
179.4686 319.6525
131.2115 336.262
89.98378 325.6337
70.68123 270.0038
63.24722 217.8269
61.60938 194.2952
47.26308 180.8279
54.83553 148.6348
62.62874 130.3391
78.76245 122.7504
114.5604 95.15616
139.8481 104.505
183.1387 110.3667
223.0671 143.6263
227.0282 199.2836
196.097 276.8002
144.0241 317.5316
105.7649 322.9174
93.81955 280.3309
73.94066 242.3311
65.01738 222.1334
67.21732 178.526
93.66387 158.6749
97.5021 149.852
105.8122 144.2656
94.87066 150.7648
123.8126 132.3541
146.5949 133.492
142.985 139.1874
186.4307 156.977
213.309 185.9198
219.9373 224.1565
165.1892 311.3939
145.0615 314.5279
99.486 316.2876
84.33976 295.2201
73.42925 264.6259
73.04743 231.6091
64.03066 207.0124
62.01367 173.9239
81.64565 146.1657
86.15393 127.1079
105.4428 117.237
