8 24
9 20
7 20
6 20
5 24
4 19
5 20
3 25
4 23
6 16
6 13
4 13
5 17
4 19
6 18
6 13
5 19
6 18
7 16
6 20
6 22
9 20
8 19
9 20
10 23
9 25
7 24
8 25
9 29
9 25
9 32
10 30
6 34
8 36
10 29
11 29
7 35
9 28
8 32
5 36
5 38
4 41
3 31
2 36
3 37
3 36
3 36
3 33
4 32
5 31
3 35
6 28
3 35
2 34
8 36
8 41
7 34
9 37
7 30
7 35
7 35
5 38
3 27
3 29
2 30
1 30
1 29
3 37
5 33
4 25
4 29
3 27
3 25
3 26
3 24
3 24
3 25
3 24
5 17
6 25
5 21
4 18
4 18
5 23
4 28
5 29
7 27
8 22
6 20
8 23
10 24
9 22
8 25
8 22
7 20
6 25
6 24
5 23
7 21
10 25
11 28
